['cup', 'color_white', 'dampness_damp', 'dimension_narrow_short_small_thick', 'material_ceramic', 'physical_fragile_hard', 'price_expensive', 'room_bathroom', 'shape_curved_hollow', 'size_small', 'fullness_half', 'place_on_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['bowl', 'color_silver_white', 'dampness_dry', 'dimension_big_deep_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_silver_white', 'dampness_dry', 'dimension_big_deep_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_silver_white', 'dampness_damp', 'dimension_big_deep_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_clear', 'dampness_dry', 'dimension_shallow_thick_wide', 'material_glass', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_transparent', 'weight_medium']
['bowl', 'color_clear', 'dimension_shallow_thick_wide', 'material_glass', 'physical_fragile_hard', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_transparent', 'weight_medium']
['bowl', 'color_clear', 'dampness_damp', 'dimension_shallow_thick_wide', 'material_glass', 'physical_fragile_hard', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_floor', 'temperature_room_temperature', 'transparency_transparent', 'weight_medium']
['bowl', 'color_clear', 'dampness_dry', 'dimension_shallow_thick_wide', 'material_glass', 'physical_fragile_hard', 'price_cheap', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_buffet', 'temperature_room_temperature', 'transparency_transparent', 'weight_medium']
['bowl', 'color_clear', 'dampness_wet', 'dimension_shallow_thick_wide', 'material_glass', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_table', 'temperature_hot', 'transparency_transparent', 'weight_medium']
['bowl', 'color_clear', 'dimension_shallow_thick_wide', 'material_glass', 'physical_fragile_hard', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_transparent', 'weight_medium']
['bowl', 'color_clear', 'dampness_dry', 'dimension_shallow_thick_wide', 'material_glass', 'physical_fragile_hard', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_cupboard', 'temperature_room_temperature', 'transparency_transparent', 'weight_medium']
['bowl', 'color_clear', 'dampness_dry', 'dimension_shallow_thick_wide', 'material_glass', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_next_stove', 'temperature_room_temperature', 'transparency_transparent', 'weight_medium']
['bowl', 'color_clear', 'dampness_wet', 'dimension_shallow_thick_wide', 'material_glass', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_transparent', 'weight_medium']
['bowl', 'color_clear', 'dampness_damp', 'dimension_shallow_thick_wide', 'material_glass', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_half', 'place_on_counter', 'temperature_room_temperature', 'transparency_transparent', 'weight_medium']
['bowl', 'color_clear', 'dampness_damp', 'dimension_shallow_thick_wide', 'material_glass', 'physical_fragile_hard', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_transparent', 'weight_medium']
['bowl', 'color_clear', 'dampness_wet', 'dimension_shallow_thick_wide', 'material_glass', 'physical_fragile_hard', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_dishwasher', 'temperature_hot', 'transparency_transparent', 'weight_medium']
['bowl', 'color_white', 'dampness_dry', 'dimension_deep_thin_wide', 'material_porcelain', 'physical_fragile_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_damp', 'dimension_deep_thin_wide', 'material_porcelain', 'physical_fragile_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_damp', 'dimension_deep_thin_wide', 'material_porcelain', 'physical_fragile_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_chair', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_damp', 'dimension_deep_thin_wide', 'material_porcelain', 'physical_fragile_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_buffet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_wet', 'dimension_deep_thin_wide', 'material_porcelain', 'physical_fragile_hard', 'price_expensive', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_dry', 'dimension_deep_thin_wide', 'material_porcelain', 'physical_fragile_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dimension_deep_thin_wide', 'material_porcelain', 'physical_fragile_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_dry', 'dimension_deep_thin_wide', 'material_porcelain', 'physical_fragile_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_damp', 'dimension_deep_thin_wide', 'material_porcelain', 'physical_fragile_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dimension_deep_thin_wide', 'material_porcelain', 'physical_fragile_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'place_in_microwave', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_wet', 'dimension_deep_thin_wide', 'material_porcelain', 'physical_fragile_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_in_refrigerator', 'temperature_cold', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_wet', 'dimension_deep_thin_wide', 'material_porcelain', 'physical_fragile_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_dishwasher', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_sideboard', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_hang_ceiling', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_windowsill', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_floor', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_ottoman', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_mantle', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_wet', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_in_sink', 'temperature_cold', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black', 'dampness_dry', 'dimension_big_shallow_short_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['box', 'color_colorful', 'dampness_dry', 'dimension_big_deep_long_wide', 'material_paper', 'physical_fragile', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_angular_straight', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['box', 'color_colorful', 'dampness_dry', 'dimension_big_deep_long_wide', 'material_paper', 'physical_fragile', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_angular_straight', 'size_large', 'fullness_empty', 'place_on_chair', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['box', 'color_colorful', 'dampness_dry', 'dimension_big_deep_long_wide', 'material_paper', 'physical_fragile', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_angular_straight', 'size_large', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['box', 'color_colorful', 'dampness_dry', 'dimension_big_deep_long_wide', 'material_paper', 'physical_fragile', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_angular_straight', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['box', 'color_colorful', 'dampness_dry', 'dimension_big_deep_long_wide', 'material_paper', 'physical_fragile', 'price_cheap', 'cleanliness_clean', 'room_dining_room', 'shape_angular_straight', 'size_large', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
